"filename", "language", "JavaScript", "HTML", "Markdown", "JavaScript JSX", "XML", "SCSS", "JSON", "CSS", "comment", "blank", "total"
"c:\Users\Igor\Downloads\Randolympics\src\styles\footer.scoped.scss", "SCSS", 0, 0, 0, 0, 0, 38, 0, 0, 4, 9, 51
"c:\Users\Igor\Downloads\Randolympics\src\styles\headermyprofile.scoped.scss", "SCSS", 0, 0, 0, 0, 0, 34, 0, 0, 25, 32, 91
"c:\Users\Igor\Downloads\Randolympics\src\styles\home.scoped.scss", "SCSS", 0, 0, 0, 0, 0, 264, 0, 0, 97, 205, 566
"c:\Users\Igor\Downloads\Randolympics\src\styles\landingPage.scoped.scss", "SCSS", 0, 0, 0, 0, 0, 41, 0, 0, 5, 13, 59
"c:\Users\Igor\Downloads\Randolympics\src\styles\login.scoped.scss", "SCSS", 0, 0, 0, 0, 0, 13, 0, 0, 0, 12, 25
"c:\Users\Igor\Downloads\Randolympics\src\styles\myaccount.scoped.scss", "SCSS", 0, 0, 0, 0, 0, 39, 0, 0, 10, 27, 76
"c:\Users\Igor\Downloads\Randolympics\src\styles\navbar.scoped.scss", "SCSS", 0, 0, 0, 0, 0, 22, 0, 0, 0, 5, 27
"c:\Users\Igor\Downloads\Randolympics\src\styles\navbarHome.scoped.scss", "SCSS", 0, 0, 0, 0, 0, 202, 0, 0, 76, 181, 459
"c:\Users\Igor\Downloads\Randolympics\src\styles\news.scoped.scss", "SCSS", 0, 0, 0, 0, 0, 38, 0, 0, 1, 10, 49
"c:\Users\Igor\Downloads\Randolympics\src\styles\passverify.scoped.scss", "SCSS", 0, 0, 0, 0, 0, 11, 0, 0, 11, 14, 36
"c:\Users\Igor\Downloads\Randolympics\src\styles\randomize.scoped.scss", "SCSS", 0, 0, 0, 0, 0, 16, 0, 0, 20, 20, 56
"c:\Users\Igor\Downloads\Randolympics\src\styles\register.scoped.scss", "SCSS", 0, 0, 0, 0, 0, 3, 0, 0, 2, 2, 7
"c:\Users\Igor\Downloads\Randolympics\src\styles\supporters.scoped.scss", "SCSS", 0, 0, 0, 0, 0, 79, 0, 0, 6, 77, 162
"c:\Users\Igor\Downloads\Randolympics\src\themes\theme.js", "JavaScript", 18, 0, 0, 0, 0, 0, 0, 0, 0, 8, 26
"c:\Users\Igor\Downloads\Randolympics\src\utils\PrivateRoute.jsx", "JavaScript JSX", 0, 0, 0, 8, 0, 0, 0, 0, 0, 7, 15
"c:\Users\Igor\Downloads\Randolympics\tailwind.config.js", "JavaScript", 25, 0, 0, 0, 0, 0, 0, 0, 1, 22, 48
"c:\Users\Igor\Downloads\Randolympics\vite.config.js", "JavaScript", 12, 0, 0, 0, 0, 0, 0, 0, 1, 4, 17
"Total", "-", 195, 23, 55, 24835, 1456, 921, 11316, 19, 2891, 8913, 50624
